;App_id;Review;Tag
0;508440;Overwhelmingly Positive;['Sandbox', 'Simulation', 'Funny', 'Physics', 'Singleplayer', 'Indie', 'War', 'Adventure', 'Realistic', 'Strategy', 'Colorful', 'Fantasy', '3D', 'Comedy', 'Action', 'Historical', 'Family Friendly', 'Cute', 'Wargame', 'Memes']
1;1366540;Overwhelmingly Positive;['Space', 'Automation', 'Base Building', 'Building', 'Open World', 'Resource Management', 'Simulation', 'Sci-fi', 'Management', 'Sandbox', 'City Builder', 'Strategy', 'Singleplayer', 'Space Sim', '3D', 'Third Person', 'Early Access', 'Indie', 'RTS', 'Casual']
2;1288310;Overwhelmingly Positive;['Horror', 'Indie', 'Puzzle', '2D', 'Drama', 'Mystery', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'Visual Novel', 'Thriller', 'Hand-drawn', 'Old School', 'Retro', 'Supernatural', 'RPG', 'Puzzle Platformer', 'Conversation', 'Text-Based', 'Narration']
3;774181;Overwhelmingly Positive;['Rhythm', 'Music', 'Indie', 'Pixel Graphics', 'Great Soundtrack', 'Difficult', 'Level Editor', 'Early Access', 'Story Rich', 'Action', 'Singleplayer', '2D', 'Local Co-Op', 'Adventure', 'Local Multiplayer', 'Psychological Horror']
4;1361320;Overwhelmingly Positive;['Puzzle', 'Mystery', 'Adventure', 'Point & Click', 'Lovecraftian', 'Story Rich', 'Singleplayer', 'Horror', 'Hidden Object', 'Exploration', 'Escape Room', 'First-Person', '3D', 'Atmospheric', 'Indie', 'Multiplayer', 'VR']
5;1467450;Overwhelmingly Positive;['RPG', 'Open World', 'Story Rich', 'Mod', 'Singleplayer', 'Free to Play', 'Atmospheric', 'Exploration', 'Gothic', 'Third Person', 'Adventure']
6;1092790;Overwhelmingly Positive;['Card Battler', 'Card Game', 'Story Rich', 'Horror', 'Deckbuilding', 'Dark', 'Puzzle', 'Roguelite', 'Psychological', 'Strategy', 'Roguelike', 'Surreal', 'Experimental', 'First-Person', 'Point & Click', '3D', '2D', 'FMV', 'Pixel Graphics', 'Adventure']
7;1454400;Overwhelmingly Positive;['Clicker', 'Idler', 'Casual', 'Indie', 'Pixel Graphics', 'Management', 'Collectathon', 'Economy', 'Funny', 'Memes', 'Strategy', 'Building', 'Resource Management', '2D', 'Comedy', 'Simulation', 'Colorful', 'Touch-Friendly', 'Horror', 'Singleplayer']
8;1421250;Very Positive;['Visual Novel', 'Story Rich', 'Atmospheric', 'Dark', 'Horror', 'Psychological Horror', 'Choices Matter', '2D', 'Point & Click', 'Adventure', 'Interactive Fiction', 'Singleplayer', 'Anime', 'Cute', 'Violent', 'Early Access', 'Indie', 'Gore', 'Great Soundtrack', 'Mature']
9;1698960;Very Positive;['Psychological Horror', 'Pixel Graphics', 'Anime', 'Story Rich', 'Adventure', 'Exploration', 'RPG', 'Puzzle', 'Choices Matter', 'Multiple Endings', 'Cute', 'Horror', 'Mystery', '2D', 'Supernatural', 'Female Protagonist', 'Top-Down', 'Funny', 'Atmospheric', 'Dark']
10;1307580;Very Positive;['Cozy', 'Wholesome', 'Adventure', 'Puzzle', 'Exploration', 'Cute', 'Relaxing', 'Photo Editing', 'Hand-drawn', 'Casual', 'Funny', 'Family Friendly', 'Hidden Object', 'Atmospheric', 'Singleplayer', 'Cartoon', 'Music', 'Soundtrack', 'Stylized', 'Nature']
11;1507970;Overwhelmingly Positive;['Minimalist', 'Indie', 'Pixel Graphics', 'Puzzle', 'RPG', 'Free to Play', 'Choose Your Own Adventure', '2D Platformer', 'Adventure', 'JRPG', 'Exploration', 'Strategy', '2D', 'Noir', 'Story Rich', 'Linear', 'Narration', 'Magic', 'Stylized', 'Atmospheric']
12;1806840;Overwhelmingly Positive;['Free to Play', 'Hidden Object', 'Cute', 'Hand-drawn', 'Puzzle', 'Casual', 'Nature', 'Point & Click', 'Family Friendly', 'Adventure', 'Creature Collector', 'Stylized', '2D', 'Relaxing', 'Minimalist', 'Side Scroller', 'Exploration', 'Singleplayer', 'Indie', 'Emotional']
13;1082430;Overwhelmingly Positive;['Emotional', 'Narrative', 'Story Rich', 'Indie', 'First-Person', 'Walking Simulator', 'Interactive Fiction', 'Adventure', 'Cartoony', 'Singleplayer', 'Hand-drawn', 'Colorful', 'Mystery', 'Surreal', 'Cute', 'Psychological', 'Drama', 'Stylized', 'Philosophical', 'Family Friendly']
14;1250760;Very Positive;['Singleplayer', 'Choices Matter', 'Visual Novel', 'Word Game', 'Story Rich', 'Choose Your Own Adventure', 'Anime', 'Female Protagonist', 'Cute', 'Indie', 'Interactive Fiction', 'Adventure', '2D', 'Investigation', 'Replay Value', 'Dark Humor', 'Multiple Endings', 'Conspiracy', 'Comedy', 'Crime']
15;1390350;Overwhelmingly Positive;['2D Platformer', 'Cute', 'Pixel Graphics', 'Physics', 'Puzzle Platformer', 'Exploration', '2D', 'Platformer', 'Relaxing', 'Family Friendly', 'Action', 'Indie', 'Puzzle', 'Colorful', 'Cartoony', 'Nature', 'Collectathon', 'Fantasy', 'Atmospheric', 'Retro']
16;597170;Overwhelmingly Positive;['Robots', 'Action', '3D Fighter', 'Swordplay', 'Fighting', 'Multiplayer', 'Indie', 'Funny', 'Singleplayer', 'Voxel', 'Co-op', 'Pixel Graphics', 'Third Person', 'Online Co-Op', 'Futuristic', 'Roguelike', 'Difficult', 'Survival', 'Comedy', 'Dark Humor']
17;1469280;Very Positive;['Simulation', 'Singleplayer', 'Free to Play', 'Sandbox', 'Realistic', 'First-Person', 'Funny', 'Physics', 'Family Friendly', 'Adventure', 'Casual', 'Indie', 'Life Sim', '3D', 'Relaxing', 'Immersive Sim', 'Management', 'Resource Management', 'Story Rich', 'Multiplayer']
18;1584090;Overwhelmingly Positive;"['Casual', 'Pixel Graphics', 'RPG', 'Simulation', 'Faith', 'Time Management', 'Comedy', 'JRPG', 'Anime', '2D', 'Colorful', 'Clicker', 'Cartoon', 'Drama', ""1990's"", 'Old School', 'Story Rich', 'Female Protagonist', 'Multiple Endings', 'Cooking']"
19;1530140;Very Positive;['Hentai', 'Sexual Content', 'Adventure', 'Nudity', '2D', 'LGBTQ+', 'Gore', 'Violent', 'Comedy', 'Multiple Endings', 'Singleplayer', 'Point & Click', 'Psychological Horror', 'Indie', 'Choices Matter', 'Casual', 'Horror', 'Anime', 'Pixel Graphics', 'Funny']
20;1708870;Very Positive;['Casual', 'RPG', 'Adventure', 'Relaxing', 'Emotional', 'Spelling', 'Word Game', 'Puzzle', '2D', 'Anime', 'Drama', 'First-Person', 'JRPG', 'Detective', 'Story Rich', 'Multiple Endings', 'Free to Play', 'Singleplayer', 'Conversation', 'Indie']
21;488860;Overwhelmingly Positive;"['Gore', 'Arena Shooter', ""Beat 'em up"", 'Hack and Slash', 'Shooter', 'Gun Customization', 'Funny', 'Character Customization', '3D', 'Third Person', 'Combat', 'Action', 'Third-Person Shooter', 'Controller', 'Blood', 'Violent', 'Atmospheric', 'Co-op', 'Local Co-Op', 'Dark']"
22;1388880;Overwhelmingly Positive;['Psychological Horror', 'Visual Novel', 'Anime', 'Dating Sim', 'Sexual Content', 'Cute', 'Romance', 'Story Rich', 'Multiple Endings', 'Singleplayer', 'Gore', '2D', 'Interactive Fiction', 'Text-Based', 'Violent', 'Conversation', 'Dark Humor', 'Casual', 'Indie', 'Choose Your Own Adventure']
23;1604000;Overwhelmingly Positive;['Psychological Horror', 'Visual Novel', 'Psychedelic', 'Pixel Graphics', 'Story Rich', 'Abstract', '2D', 'Multiple Endings', 'Indie', 'Text-Based', 'Psychological', 'Singleplayer', 'Horror', 'Surreal', 'Anime', 'Great Soundtrack', 'Female Protagonist', 'Casual', 'Choices Matter', 'Point & Click']
24;1713610;Very Positive;['Visual Novel', 'Cute', 'LGBTQ+', 'Point & Click', 'Funny', 'Cats', 'Story Rich', 'Hand-drawn', 'Casual', 'Minimalist', 'Pixel Graphics', 'Multiple Endings', 'Singleplayer', 'Nonlinear', 'Adventure', 'Free to Play', 'Indie', 'Conversation', '2D', 'Psychological Horror']
25;1567800;Very Positive;['Visual Novel', 'Adventure', 'Cute', 'Anime', 'Linear', 'Singleplayer', 'Sexual Content']
26;607080;Very Positive;['Story Rich', '3D Platformer', 'Psychological', 'Singleplayer', 'Comedy', 'Adventure', 'Funny', 'Platformer', 'Psychedelic', 'Cartoony', 'Colorful', 'Action', 'Sequel', 'Surreal', 'Third Person', 'Action-Adventure', 'Great Soundtrack', 'Cult Classic', 'Controller', 'Arcade']
27;1196590;Very Positive;['Survival Horror', 'Horror', 'First-Person', 'Singleplayer', 'Sexual Content', 'Action', 'Zombies', 'Gore', 'Story Rich', 'Atmospheric', 'Violent', 'FPS', 'Dark', 'Psychological Horror', 'Survival', 'Adventure', 'Open World', 'VR', 'Multiplayer', 'Nudity']
28;1255980;Overwhelmingly Positive;['Free to Play', 'Action', 'Puzzle', 'Mod', 'First-Person', 'Time Travel', 'Singleplayer', 'Multiplayer', 'Puzzle Platformer', '3D Platformer', 'Psychological Horror', 'Difficult', 'Sci-fi', 'Adventure', 'Science', 'Atmospheric', 'Great Soundtrack', 'Funny', 'FPS', 'Co-op']
29;1426210;Very Positive;['Co-op', 'Multiplayer', 'Split Screen', 'Local Co-Op', 'Puzzle', 'Adventure', 'Online Co-Op', 'Story Rich', 'Local Multiplayer', 'Co-op Campaign', 'Puzzle Platformer', '3D Platformer', 'Action-Adventure', 'Platformer', 'Emotional', 'Action', 'Atmospheric', 'Exploration', 'Female Protagonist', 'Minigames']
30;990630;Overwhelmingly Positive;['Puzzle', 'Adventure', 'Singleplayer', 'Indie', 'Emotional', 'Cute', 'Story Rich', 'Atmospheric', 'Relaxing', 'Fantasy', 'Family Friendly', '3D Platformer', 'Narration', 'Soundtrack', 'Dark Fantasy', 'Puzzle Platformer', 'Philosophical', '3D', 'Controller', 'Dark']
31;1520370;Overwhelmingly Positive;['Early Access', 'Choose Your Own Adventure', 'Exploration', 'Racing', 'Sandbox', 'Building', 'Driving', 'Automobile Sim', 'Life Sim', 'Crafting', 'Physics', 'ATV', 'Motorbike', '3D', 'First-Person', 'Relaxing', 'Third Person', 'Open World', 'Snow', 'Casual']
32;1388770;Very Positive;['Capitalism', 'Immersive Sim', 'Surreal', 'FPS', 'Psychological Horror', 'Cyberpunk', 'Shooter', 'Psychedelic', 'Stealth', 'Lore-Rich', 'First-Person', 'Dark Humor', 'Stylized', 'Dystopian', 'Action', 'Post-apocalyptic', 'Assassin', 'Tactical', 'Retro', 'Simulation']
33;1655140;Very Positive;['Indie', 'Exploration', '3D Platformer', 'Collectathon', 'Cute', 'Creature Collector', 'Walking Simulator', 'Open World', 'Relaxing', 'Casual', 'Funny', 'Third Person', 'Family Friendly', 'Colorful', 'Nature', 'Adventure', 'Comedy', 'Free to Play', 'Singleplayer', 'Short']
34;1806040;Very Positive;['Action', 'Shooter', 'Free to Play', 'Top-Down Shooter', '3D', 'Multiplayer', 'Top-Down', 'Tactical', 'Funny', 'Stylized', 'Military', 'Indie', 'Singleplayer', 'Comedy', 'Dark Humor', 'Combat', 'FPS']
35;892970;Very Positive;['Open World Survival Craft', 'Survival', 'Online Co-Op', 'Open World', 'Multiplayer', 'Building', 'Crafting', 'Exploration', 'Base Building', 'Co-op', 'Sandbox', 'Adventure', 'Mythology', 'RPG', 'Early Access', 'Action', 'Indie', 'PvP', 'Singleplayer', 'Third Person']
36;1714320;Overwhelmingly Positive;['Dating Sim', 'Free to Play', 'Visual Novel', 'Romance', 'Anime', 'Sexual Content', 'Emotional', 'Story Rich', 'Multiple Endings', 'Casual', 'Psychological Horror', 'Choose Your Own Adventure', 'Mature', 'Comedy', 'Singleplayer', 'Drama', '2D', 'Indie', 'Horror', 'Nudity']
37;1291340;Very Positive;['Controller', 'City Builder', 'Sandbox', 'Singleplayer', 'Base Building', 'Relaxing', 'Indie', 'Simulation', 'Building', 'Minimalist', 'Casual', 'Procedural Generation', 'Open World', 'Cute', 'Colorful', 'Stylized', 'Family Friendly', 'Atmospheric', 'Colony Sim', 'Cartoony']
38;1504500;Very Positive;['Visual Novel', 'Emotional', 'Anime', 'Female Protagonist', 'Story Rich', 'Interactive Fiction', '2D', 'Indie', 'Space', 'Singleplayer', 'Exploration', 'Adventure', 'Atmospheric', 'Soundtrack', 'Walking Simulator', 'Colorful', 'Sci-fi', '2.5D', 'JRPG', 'Puzzle Platformer']
39;1764390;Overwhelmingly Positive;['Visual Novel', 'Multiple Endings', 'Story Rich', 'LGBTQ+', 'Choices Matter', 'Pixel Graphics', 'Choose Your Own Adventure', 'Cute', 'Simulation', 'Romance', 'Demons', 'Anime', 'Stylized', 'Fantasy', 'Colorful', 'Singleplayer', '2D', 'Gore', 'Violent', 'Female Protagonist']
40;1408230;Very Positive;['Sports', 'Golf', 'Mini Golf', 'PvP', 'VR', '3D', 'First-Person', 'Casual', 'Historical', 'Colorful', 'Minimalist', 'Stylized', 'Fantasy', 'Pirates', '6DOF', 'Atmospheric', 'Multiplayer', 'Nature', 'Physics', 'Singleplayer']
41;1830840;Very Positive;['Survival', 'Open World Survival Craft', 'Multiplayer', 'Base Building', 'Open World', 'Exploration', 'Crafting', 'Singleplayer', 'Adventure', 'Sandbox', 'First-Person', 'Story Rich', 'Mars', 'Resource Management', 'Space', 'Automation', 'Building', 'Immersive Sim', 'Futuristic', 'Colorful']
42;1407420;Very Positive;['Adventure', 'Point & Click', 'Hidden Object', 'Exploration', 'Hand-drawn', 'Colorful', 'Cute', 'Cats', 'Singleplayer', 'Indie', 'Story Rich', 'Puzzle', '2D']
43;1290490;Very Positive;['Rhythm', 'Anime', 'Female Protagonist', 'Action-Adventure', 'Story Rich', 'Hand-drawn', 'Arcade', 'Colorful', 'Adventure', 'Exploration', '3D Platformer', '2D', 'Choices Matter', '3D', 'Emotional', 'Controller', 'Surreal', 'Action', 'Conversation', 'Score Attack']
44;1715460;Very Positive;"['Action', 'Bullet Hell', 'Shooter', 'JRPG', 'Action-Adventure', 'Female Protagonist', '2D', 'Cute', 'Funny', 'Anime', 'Story Rich', 'Choices Matter', 'Drama', 'Comedy', 'Free to Play', 'Singleplayer', 'Adventure', ""Shoot 'Em Up"", 'Faith', 'Souls-like']"
45;1727650;Very Positive;['Free to Play', 'Zombies', 'Sexual Content', 'Multiplayer', 'Third-Person Shooter', 'Survival', 'Singleplayer', 'Post-apocalyptic', 'Shooter', 'Adventure', 'Third Person', 'Gore', 'Horror', 'Thriller', 'Action-Adventure', 'Indie', 'Action', 'Casual', 'Violent', 'Linear']
46;1641270;Very Positive;['Casual', 'Interactive Fiction', 'Word Game', 'Visual Novel', 'JRPG', 'Immersive Sim', 'Clicker', '2D', 'Anime', 'Pixel Graphics', 'Cartoon', 'Drama', 'Cute', 'Emotional', 'Detective', 'Sci-fi', 'Story Rich', 'Free to Play', 'Multiple Endings', 'Female Protagonist']
47;1609230;Very Positive;['Early Access', 'Choices Matter', 'Story Rich', 'Horror', 'Visual Novel', 'Psychological Horror', 'Multiple Endings', 'Well-Written', 'Interactive Fiction', 'Dark Fantasy', 'Lovecraftian', 'Supernatural', 'Mystery', 'RPG', 'Dark Humor', 'Narrative', 'Point & Click', 'Adventure', 'Choose Your Own Adventure', 'Lore-Rich']
